original,generated,similarity
Is there any Uber around?,Is there any movement around?,0.26723363995552063
Is there any Uber around?,Is there any hope around?,0.24430060386657715
Is there any Uber around?,Is there any doubt around?,0.13724622130393982
Is there any Uber around?,Is there any confusion around?,0.019697634503245354
Is there any Uber around?,Is there any optimism around?,0.23698613047599792
Is there any Uber around?,Is there any evidence around?,0.12475501000881195
Directions to Disneyworld avoiding traffic,Getting to Disneyworld avoiding traffic,0.8971834182739258
Directions to Disneyworld avoiding traffic,Drive to Disneyworld avoiding traffic,0.8694539666175842
Directions to Disneyworld avoiding traffic,Access to Disneyworld avoiding traffic,0.839889645576477
Directions to Disneyworld avoiding traffic,Welcome to Disneyworld avoiding traffic,0.7576287388801575
Directions to Disneyworld avoiding traffic,Head to Disneyworld avoiding traffic,0.8500440716743469
Directions to Disneyworld avoiding traffic,Fly to Disneyworld avoiding traffic,0.8247520923614502
Directions to Disneyworld avoiding traffic,Walk to Disneyworld avoiding traffic,0.864692747592926
Bicycling directions to Millenium park,Additional directions to Millenium park,0.8175235986709595
Bicycling directions to Millenium park,View directions to Millenium park,0.8010272979736328
Bicycling directions to Millenium park,Detailed directions to Millenium park,0.8101075887680054
Bicycling directions to Millenium park,Direct directions to Millenium park,0.8297849297523499
Bicycling directions to Millenium park,All directions to Millenium park,0.7751177549362183
Bicycling directions to Millenium park,General directions to Millenium park,0.830366313457489
Bicycling directions to Millenium park,Further directions to Millenium park,0.8093841671943665
Directions to La Guardia airport using Waze,Directions to La Guardia airport using Waze,1.0
Directions to La Guardia airport using Waze,Directions from La Guardia airport using Waze,0.9837082624435425
Directions to La Guardia airport using Waze,Directions at La Guardia airport using Waze,0.9780893325805664
Directions to La Guardia airport using Waze,Directions via La Guardia airport using Waze,0.9647138714790344
Directions to La Guardia airport using Waze,Directions through La Guardia airport using Waze,0.9546954035758972
Directions to La Guardia airport using Waze,Directions around La Guardia airport using Waze,0.957102358341217
Directions to La Guardia airport using Waze,Directions: La Guardia airport using Waze,0.9774046540260315
Cycling directions to Chelsea Market,Cycling Bike to Chelsea Market,0.9217426776885986
Cycling directions to Chelsea Market,Cycling Guide to Chelsea Market,0.893660843372345
Cycling directions to Chelsea Market,Cycling Back to Chelsea Market,0.9207340478897095
Cycling directions to Chelsea Market,Cycling Goes to Chelsea Market,0.8765944838523865
Cycling directions to Chelsea Market,Cycling Returns to Chelsea Market,0.7521889209747314
Cycling directions to Chelsea Market,Cycling Comes to Chelsea Market,0.8511368632316589
Cycling directions to Chelsea Market,Cycling Alternative to Chelsea Market,0.8510022163391113
Driving directions to Tavern on the Green,Driving directiSigns to Tavern on the Green,0.8334408402442932
Driving directions to Tavern on the Green,Driving directiÃ¨s to Tavern on the Green,0.8455886244773865
Driving directions to Tavern on the Green,Driving directiRoads to Tavern on the Green,0.760688304901123
Driving directions to Tavern on the Green,Driving directiÃ³s to Tavern on the Green,0.7245002388954163
Driving directions to Tavern on the Green,Driving directi BMWs to Tavern on the Green,0.6325263381004333
Driving directions to Tavern on the Green,Driving directi Weds to Tavern on the Green,0.6678326725959778
Driving directions to Tavern on the Green,Driving directirols to Tavern on the Green,0.763674795627594
Transit directions to Barcelona Wine Bar,Direct directions to Barcelona Wine Bar,0.8961176872253418
Transit directions to Barcelona Wine Bar,Additional directions to Barcelona Wine Bar,0.869269847869873
Transit directions to Barcelona Wine Bar,Quick directions to Barcelona Wine Bar,0.8754311203956604
Transit directions to Barcelona Wine Bar,All directions to Barcelona Wine Bar,0.8574734330177307
Transit directions to Barcelona Wine Bar,Travel directions to Barcelona Wine Bar,0.902591347694397
Transit directions to Barcelona Wine Bar,Further directions to Barcelona Wine Bar,0.8888995051383972
Transit directions to Barcelona Wine Bar,General directions to Barcelona Wine Bar,0.8932677507400513
Navigate to Palo Alto avoiding traffic,Navigate to Palo Alto avoiding BART,0.8568243384361267
Navigate to Palo Alto avoiding traffic,Navigate to Palo Alto avoiding traffic,1.0
Navigate to Palo Alto avoiding traffic,Navigate to Palo Alto avoiding crash,0.8148909211158752
Navigate to Palo Alto avoiding traffic,Navigate to Palo Alto avoiding disaster,0.7497203350067139
Navigate to Palo Alto avoiding traffic,Navigate to Palo Alto avoiding.,0.7279189825057983
Navigate to Palo Alto avoiding traffic,Navigate to Palo Alto avoiding congestion,0.9018645882606506
Navigate to Palo Alto avoiding traffic,Navigate to Palo Alto avoiding wildfires,0.6937609910964966
Directions to JFK airport at 7am,Directions to JFK airport at 7am,0.9999999403953552
Directions to JFK airport at 7am,Directions to JFK airport until 7am,0.9698585271835327
Directions to JFK airport at 7am,Directions to JFK airport from 7am,0.987743079662323
Directions to JFK airport at 7am,Directions to JFK airport by 7am,0.9857178926467896
Directions to JFK airport at 7am,Directions to JFK airport before 7am,0.9864163398742676
Directions to JFK airport at 7am,Directions to JFK airport: 7am,0.9609904289245605
Directions to JFK airport at 7am,Directions to JFK airport around 7am,0.9913051724433899
How do I go back home?,How do I go back home?,1.0
How do I go back home?,How can I go back home?,0.9599345922470093
How do I go back home?,How will I go back home?,0.9442769289016724
How do I go back home?,How did I go back home?,0.9026103019714355
How do I go back home?,How shall I go back home?,0.9318564534187317
How do I go back home?,How could I go back home?,0.9321423172950745
How do I go back home?,How should I go back home?,0.9438340067863464
Directions to Tulsa with road 66,Directions to connect with road 66,0.7260033488273621
Directions to Tulsa with road 66,Directions to junction with road 66,0.7124961018562317
Directions to Tulsa with road 66,Directions to merge with road 66,0.6952892541885376
Directions to Tulsa with road 66,Directions to coincide with road 66,0.7345900535583496
Directions to Tulsa with road 66,Directions to proceed with road 66,0.7080378532409668
Directions to Tulsa with road 66,Directions to intersections with road 66,0.7112186551094055
Directions to Tulsa with road 66,Directions to intersection with road 66,0.7026100754737854
Show me walking directions to MOMA,Show me walking directions AT MOMA,0.9522502422332764
Show me walking directions to MOMA,Show me walking directions FROM MOMA,0.9762155413627625
Show me walking directions to MOMA,Show me walking directions! MOMA,0.9233704209327698
Show me walking directions to MOMA,Show me walking directions TO MOMA,1.0000001192092896
Show me walking directions to MOMA,Show me walking directions at MOMA,0.9522502422332764
Show me walking directions to MOMA,Show me walking directions: MOMA,0.970529317855835
Show me walking directions to MOMA,Show me walking directions â€” MOMA,0.8645839095115662
Directions to my beach house avoiding tolls,Getting to my beach house avoiding tolls,0.9231123328208923
Directions to my beach house avoiding tolls,Walk to my beach house avoiding tolls,0.8415601253509521
Directions to my beach house avoiding tolls, walk to my beach house avoiding tolls,0.8415601253509521
Directions to my beach house avoiding tolls,Access to my beach house avoiding tolls,0.8900562524795532
Directions to my beach house avoiding tolls,Welcome to my beach house avoiding tolls,0.7597284913063049
Directions to my beach house avoiding tolls, drive to my beach house avoiding tolls,0.8565875887870789
Directions to my beach house avoiding tolls,Close to my beach house avoiding tolls,0.8182429075241089
Show me directions to my hotel,Show me directions to your hotel,0.9644712209701538
Show me directions to my hotel,Show me directions to my hotel,0.9999999403953552
Show me directions to my hotel,Show me directions to the hotel,0.9361963868141174
Show me directions to my hotel,Show me directions to nearest hotel,0.9168915748596191
Show me directions to my hotel,Show me directions to our hotel,0.9261711835861206
Show me directions to my hotel,Show me directions to a hotel,0.9456944465637207
Show me directions to my hotel,Show me directions to local hotel,0.9089412689208984
Directions to Joe's pub,Directions to Joe's List,0.7144686579704285
Directions to Joe's pub,Directions to Joe's Website,0.7119795083999634
Directions to Joe's pub,Directions to Joe's Pizza,0.8063293099403381
Directions to Joe's pub,Directions to Joe's Blog,0.5911412239074707
Directions to Joe's pub,Directions to Joe's Page,0.6879034042358398
Directions to Joe's pub,Directions to Joe's website,0.7119795083999634
Directions to Joe's pub,Directions to Joe's Restaurant,0.8627454042434692
Share my ETA with Mary Jane,Share Your ETA with Mary Jane,0.9722912907600403
Share my ETA with Mary Jane,Share This ETA with Mary Jane,0.9458522796630859
Share my ETA with Mary Jane,Share The ETA with Mary Jane,0.9639027714729309
Share my ETA with Mary Jane,Share the ETA with Mary Jane,0.9639027714729309
Share my ETA with Mary Jane,Share this ETA with Mary Jane,0.9458522796630859
Share my ETA with Mary Jane,Share Article ETA with Mary Jane,0.7601375579833984
Share my ETA with Mary Jane,Share via ETA with Mary Jane,0.8097447156906128
Share my arrival time with Juan Carlos,Share my arrival time with Juan Carlos,1.0000001192092896
Share my arrival time with Juan Carlos,Share my arrival time by Juan Carlos,0.7098025679588318
Share my arrival time with Juan Carlos,Share my arrival time via Juan Carlos,0.944473922252655
Share my arrival time with Juan Carlos,Share my arrival time @ Juan Carlos,0.9204619526863098
Share my arrival time with Juan Carlos,Share my arrival time! Juan Carlos,0.930164098739624
Share my arrival time with Juan Carlos,Share my arrival time: Juan Carlos,0.9512814283370972
Share my arrival time with Juan Carlos,Share my arrival time â€“ Juan Carlos,0.8700922131538391
Share my ETA with Jo,Share my thoughts with Jo,0.5786809325218201
Share my ETA with Jo,Share my experiences with Jo,0.4866926074028015
Share my ETA with Jo,Share my story with Jo,0.5721225142478943
Share my ETA with Jo,Share my experience with Jo,0.4899252653121948
Share my ETA with Jo,Share my views with Jo,0.5704579949378967
Share my ETA with Jo,Share my journey with Jo,0.5743057131767273
Share my ETA with Jo,Share my blog with Jo,0.5729923248291016
Send my time of arrival to Nina,From my time of arrival to Nina,0.7071402072906494
Send my time of arrival to Nina,from my time of arrival to Nina,0.7071402072906494
Send my time of arrival to Nina,Compare my time of arrival to Nina,0.7591157555580139
Send my time of arrival to Nina, from my time of arrival to Nina,0.7071402072906494
Send my time of arrival to Nina,ribe my time of arrival to Nina,0.7951868176460266
Send my time of arrival to Nina,About my time of arrival to Nina,0.8393391370773315
Send my time of arrival to Nina, describe my time of arrival to Nina,0.8710333108901978
Share with Franz my ETA,Share with Franz via ETA,0.8311017751693726
Share with Franz my ETA,Share with Franz Kafka ETA,0.7318325042724609
Share with Franz my ETA,Share with Franz on ETA,0.963679850101471
Share with Franz my ETA,Share with Franz at ETA,0.8962112069129944
Share with Franz my ETA,Share with Franz by ETA,0.8338339328765869
Share with Franz my ETA,Share with Franz: ETA,0.9256355166435242
Share with Franz my ETA,Share with Franz | ETA,0.8606405258178711
Send my ETA to my girlfriend,Send an ETA to my girlfriend,0.9621701240539551
Send my ETA to my girlfriend,Send your ETA to my girlfriend,0.8601979613304138
Send my ETA to my girlfriend,Send my ETA to my girlfriend,1.0000001192092896
Send my ETA to my girlfriend,Send this ETA to my girlfriend,0.9060138463973999
Send my ETA to my girlfriend,Send FREE ETA to my girlfriend,0.926463782787323
Send my ETA to my girlfriend,Send FedEx ETA to my girlfriend,0.7687680125236511
Send my ETA to my girlfriend,Send MY ETA to my girlfriend,1.0000001192092896
Share my ETA,Share Tweet ETA,0.6188055872917175
Share my ETA,Share This ETA,0.9151241779327393
Share my ETA,Share via ETA,0.7353442311286926
Share my ETA,Share this ETA,0.9151241779327393
Share my ETA,Share Article ETA,0.6709248423576355
Share my ETA,Share with ETA,0.8473183512687683
Share my ETA,Share The ETA,0.949300229549408
Share my ETA with my data scientist,Share my thoughts with my data scientist,0.6492242813110352
Share my ETA with my data scientist,Share my findings with my data scientist,0.728031575679779
Share my ETA with my data scientist,Share my experiences with my data scientist,0.6790742874145508
Share my ETA with my data scientist,Share my ideas with my data scientist,0.7039087414741516
Share my ETA with my data scientist,Share my insights with my data scientist,0.7167288661003113
Share my ETA with my data scientist,Share my experience with my data scientist,0.6628369688987732
Share my ETA with my data scientist,Share my research with my data scientist,0.7363995313644409
Share my ETA with the Snips team,Share my ETA with the Snips team,1.0000001192092896
Share my ETA with the Snips team,Share my ETA via the Snips team,0.9687246680259705
Share my ETA with the Snips team,Share my ETA to the Snips team,0.9946897625923157
Share my ETA with the Snips team,Share my ETA from the Snips team,0.9770296216011047
Share my ETA with the Snips team,Share my ETA on the Snips team,0.9724825620651245
Share my ETA with the Snips team,Share my ETA at the Snips team,0.9809490442276001
Share my ETA with the Snips team,Share my ETA through the Snips team,0.9715617299079895
Is there traffic from work to gym?,Is there traffic linking work to gym?,0.8713075518608093
Is there traffic from work to gym?,Is there traffic directing work to gym?,0.9487612247467041
Is there traffic from work to gym?,Is there traffic connecting work to gym?,0.9631810784339905
Is there traffic from work to gym?,Is there traffic transferring work to gym?,0.9116398692131042
Is there traffic from work to gym?,Is there traffic causing work to gym?,0.9029185175895691
Is there traffic from work to gym?,Is there traffic from work to gym?,1.0000001192092896
Is there traffic from work to gym?,Is there traffic blocking work to gym?,0.9079130291938782
How's traffic to go to my hotel?,<ma_k>'s traffic to go to my hotel?,0.8184183835983276
How's traffic to go to my hotel?,<ma=k>'s traffic to go to my hotel?,0.8444969058036804
How's traffic to go to my hotel?,<ma**k>'s traffic to go to my hotel?,0.8343847393989563
How's traffic to go to my hotel?,<ma$k>'s traffic to go to my hotel?,0.7301914691925049
How's traffic to go to my hotel?,<ma^k>'s traffic to go to my hotel?,0.8322333693504333
How's traffic to go to my hotel?,<ma/k>'s traffic to go to my hotel?,0.8500486612319946
How's traffic to go to my hotel?,<maMonk>'s traffic to go to my hotel?,0.7249044179916382
Is there traffic jam on 6th avenue?,Is there traffic jam on this avenue?,0.8657968640327454
Is there traffic jam on 6th avenue?,Is there traffic jam on the avenue?,0.9001417756080627
Is there traffic jam on 6th avenue?,Is there traffic jam on Madison avenue?,0.941761314868927
Is there traffic jam on 6th avenue?,Is there traffic jam on that avenue?,0.8703569173812866
Is there traffic jam on 6th avenue?,Is there traffic jam on Sixth avenue?,0.9943715333938599
Is there traffic jam on 6th avenue?,Is there traffic jam on an avenue?,0.8340654373168945
Is there traffic jam on 6th avenue?,Is there traffic jam on Fifth avenue?,0.9430868029594421
Is the road to work congested?,Is the road to work congested?,1.000000238418579
Is the road to work congested?, Is the road to work congested?,1.000000238418579
Is the road to work congested?,Was the road to work congested?,0.8956553339958191
Is the road to work congested?, is the road to work congested?,1.000000238418579
Is the road to work congested?,Are the road to work congested?,0.9844694137573242
Is the road to work congested?, gets the road to work congested?,0.8188592195510864
Is the road to work congested?, leaves the road to work congested?,0.7678311467170715
Is there any traffic on US 20?,Is there any closure on US 20?,0.5492256283760071
Is there any traffic on US 20?,Is there any impact on US 20?,0.41071152687072754
Is there any traffic on US 20?,Is there any progress on US 20?,0.45626479387283325
Is there any traffic on US 20?,Is there any limit on US 20?,0.3270050287246704
Is there any traffic on US 20?,Is there any effect on US 20?,0.3914007246494293
Is there any traffic on US 20?,Is there any doubt on US 20?,0.31431397795677185
Is there any traffic on US 20?,Is there any debate on US 20?,0.3153505027294159
Show me the forecast for New Orleans,Show me hurricane forecast for New Orleans,0.8854078650474548
Show me the forecast for New Orleans,Show me weather forecast for New Orleans,0.9094668030738831
Show me the forecast for New Orleans,Show me my forecast for New Orleans,0.9768792390823364
Show me the forecast for New Orleans,Show me the forecast for New Orleans,1.000000238418579
Show me the forecast for New Orleans,Show me your forecast for New Orleans,0.9534767866134644
Show me the forecast for New Orleans,Show me a forecast for New Orleans,0.9862568974494934
Show me the forecast for New Orleans,Show me tornado forecast for New Orleans,0.8611198663711548
Is it cold outside? ,Is it cold outside? ,1.000000238418579
Is it cold outside? ,Is snow cold outside? ,0.8119661808013916
Is it cold outside? ,Is this cold outside? ,0.9437115788459778
Is it cold outside? ,Is Chicago cold outside? ,0.7482718229293823
Is it cold outside? ,Is that cold outside? ,0.920409619808197
Is it cold outside? ,Is anything cold outside? ,0.8622123599052429
Is it cold outside? ,Is winter cold outside? ,0.805600643157959
Is it going to rain tomorrow?,Is it going to rain tomorrow?,1.0
Is it going to rain tomorrow?,Is everything going to rain tomorrow?,0.9474083185195923
Is it going to rain tomorrow?,Is rain going to rain tomorrow?,0.9709445238113403
Is it going to rain tomorrow?,Is this going to rain tomorrow?,0.9718815684318542
Is it going to rain tomorrow?,Is anything going to rain tomorrow?,0.9378281831741333
Is it going to rain tomorrow?,Is nothing going to rain tomorrow?,0.931657612323761
Is it going to rain tomorrow?,Is Portland going to rain tomorrow?,0.8664587736129761
Can I walk to my next meeting?,Should I walk to my next meeting?,0.8805087804794312
Can I walk to my next meeting?,Will I walk to my next meeting?,0.8794885277748108
Can I walk to my next meeting?,Can I walk to my next meeting?,0.9999998211860657
Can I walk to my next meeting?,Would I walk to my next meeting?,0.8515016436576843
Can I walk to my next meeting?, should I walk to my next meeting?,0.8805087804794312
Can I walk to my next meeting?, do I walk to my next meeting?,0.8851438760757446
Can I walk to my next meeting?,Do I walk to my next meeting?,0.8851438760757446
How windy will it be tomorrow?,How windy will it be tomorrow?,0.9999999403953552
How windy will it be tomorrow?,How windy will it be tonight?,0.9540237188339233
How windy will it be tomorrow?,How windy will it be next?,0.882861852645874
How windy will it be tomorrow?,How windy will it be today?,0.985774040222168
How windy will it be tomorrow?,How windy will it be then?,0.8936185836791992
How windy will it be tomorrow?,How windy will it be again?,0.8685547113418579
How windy will it be tomorrow?,How windy will it be though?,0.8719276785850525
Can I go hiking this afternoon?,Can I go hiking tomorrow afternoon?,0.9866189956665039
Can I go hiking this afternoon?,Can I go hiking this afternoon?,1.0000001192092896
Can I go hiking this afternoon?,Can I go hiking Saturday afternoon?,0.911903977394104
Can I go hiking this afternoon?,Can I go hiking Sunday afternoon?,0.913864016532898
Can I go hiking this afternoon?,Can I go hiking that afternoon?,0.9478557109832764
Can I go hiking this afternoon?,Can I go hiking Monday afternoon?,0.9110538363456726
Can I go hiking this afternoon?,Can I go hiking Friday afternoon?,0.9000945091247559
What is the temperature tomorrow morning?,What is the forecast tomorrow morning?,0.8017491102218628
What is the temperature tomorrow morning?,What is the schedule tomorrow morning?,0.4527418613433838
What is the temperature tomorrow morning?,What is the verdict tomorrow morning?,0.48885855078697205
What is the temperature tomorrow morning?,What is the agenda tomorrow morning?,0.44021299481391907
What is the temperature tomorrow morning?,What is the plan tomorrow morning?,0.5509128570556641
What is the temperature tomorrow morning?,What is the date tomorrow morning?,0.6152664422988892
What is the temperature tomorrow morning?,What is the news tomorrow morning?,0.5207417011260986
Is it cold outside?,Is it raining outside?,0.7284144163131714
Is it cold outside?,Is it sunny outside?,0.7587541937828064
Is it cold outside?,Is it cold outside?,1.000000238418579
Is it cold outside?,Is it freezing outside?,0.9389885663986206
Is it cold outside?,Is it hot outside?,0.8639726042747498
Is it cold outside?,Is it humid outside?,0.7104606628417969
Is it cold outside?,Is it dark outside?,0.7217923998832703
Is it windy today?,Is it windy today?,1.0
Is it windy today?,Is tomorrow windy today?,0.9321088194847107
Is it windy today?,Is Portland windy today?,0.8573047518730164
Is it windy today?,Is Chicago windy today?,0.867476224899292
Is it windy today?,Is Ottawa windy today?,0.8625714778900146
Is it windy today?,Is Seattle windy today?,0.869860053062439
Is it windy today?,Is Winnipeg windy today?,0.8320040106773376
What's the weather like at work?,What's the weather like at night?,0.6280930042266846
What's the weather like at work?,What's the weather like at home?,0.7733209729194641
What's the weather like at work?,What's the weather like at midday?,0.6869222521781921
What's the weather like at work?,What's the weather like at dusk?,0.559973955154419
What's the weather like at work?,What's the weather like at Christmas?,0.5814703106880188
What's the weather like at work?,What's the weather like at noon?,0.6960947513580322
What's the weather like at work?,What's the weather like at sunset?,0.5457083582878113
I want the weather in Paris,I want the weather in Paris,1.0
I want the weather in Paris,I want the weather from Paris,0.9330921769142151
I want the weather in Paris,I want the weather for Paris,0.9819478392601013
I want the weather in Paris,I want the weather outside Paris,0.9543079137802124
I want the weather in Paris,I want the weather! Paris,0.8597049117088318
I want the weather in Paris,I want the weather: Paris,0.8946526050567627
I want the weather in Paris,I want the weather around Paris,0.9714661836624146
What's it like outside?,What's life like outside?,0.9208119511604309
What's it like outside?,What's it like outside?,1.0000001192092896
What's it like outside?,What's feeling like outside?,0.8444363474845886
What's it like outside?,What's really like outside?,0.9409270286560059
What's it like outside?,What's camping like outside?,0.6801108121871948
What's it like outside?,What's summer like outside?,0.7993852496147156
What's it like outside?,What's Halloween like outside?,0.6300745010375977
Is it raining right now?,Is it raining right now?,1.0000001192092896
Is it raining right now?,Is it raining rain now?,0.944204568862915
Is it raining right now?,Is it raining outside now?,0.9536726474761963
Is it raining right now?,Is it raining even now?,0.9201059341430664
Is it raining right now?,Is it raining again now?,0.8932607173919678
Is it raining right now?,Is it raining out now?,0.9457825422286987
Is it raining right now?,Is it raining hard now?,0.9049055576324463
Whats the weather like in Bordeaux?,Whats the weather like in Bordeaux?,1.0000001192092896
Whats the weather like in Bordeaux?,Whats the weather changing in Bordeaux?,0.8812866806983948
Whats the weather like in Bordeaux?,Whats the weather forecast in Bordeaux?,0.8885075449943542
Whats the weather like in Bordeaux?,Whats the weather happening in Bordeaux?,0.9189268946647644
Whats the weather like in Bordeaux?,Whats the weather worse in Bordeaux?,0.8765481114387512
Whats the weather like in Bordeaux?,Whats the weather outside in Bordeaux?,0.9651403427124023
Whats the weather like in Bordeaux?,Whats the weather saying in Bordeaux?,0.8768666386604309
Should I take a rain coat today?,Should I take a rain shower today?,0.8111218810081482
Should I take a rain coat today?,Should I take a rain jacket today?,0.964240550994873
Should I take a rain coat today?,Should I take a raincoat today?,0.9800273776054382
Should I take a rain coat today?,Should I take a rain bath today?,0.7527419924736023
Should I take a rain coat today?,Should I take a rain cone today?,0.8060284852981567
Should I take a rain coat today?,Should I take a rain coat today?,1.0000001192092896
Should I take a rain coat today?,Should I take a rain pill today?,0.7593842148780823
